tag,n_samples,lat_mean_ms,lat_median_ms,lat_p95_ms,lat_p99_ms,lat_std_ms,throughput_sps,trainable_params,total_params,trainable_pct,peak_mem_MB
adalora_rank4,1698,697.6237,697.3503,699.4201,704.2403,1.9839,1.433,6321411,6744737091,0.0937,25927.951
