video,user,mae,rmse
8,48,5.755927085876465,7.806846618652344
8,48,4.877440929412842,6.12152099609375
8,48,4.933441162109375,5.758101463317871
8,48,6.829620361328125,8.583680152893066
8,48,4.354699611663818,5.207941055297852
8,48,6.308009624481201,6.997336387634277
8,48,56.6875,113.93661499023438
8,48,17.91092872619629,61.40329360961914
8,48,9.999011993408203,11.917960166931152
8,48,7.04956579208374,9.264126777648926
8,48,8.968793869018555,10.25638198852539
8,48,8.112075805664062,8.628450393676758
8,48,7.21979284286499,8.750035285949707
8,48,7.775670051574707,9.1826171875
4,4,9.513962745666504,15.996132850646973
4,4,7.973702907562256,13.091828346252441
4,4,6.629505634307861,8.1582670211792
4,4,28.640796661376953,97.61092376708984
4,4,7.193375587463379,9.496626853942871
4,4,6.600525379180908,8.664189338684082
4,4,5.006103038787842,7.915220737457275
4,4,28.541231155395508,86.5348892211914
4,4,8.287126541137695,36.80897903442383
4,4,7.8242692947387695,9.160980224609375
4,4,6.370812892913818,8.341876983642578
4,4,45.4808464050293,86.43790435791016
4,4,7.985498905181885,9.464776992797852
4,4,35.58689498901367,104.96435546875
24,45,9.583456993103027,11.167023658752441
24,45,10.480968475341797,15.67963695526123
24,45,8.655566215515137,10.508224487304688
24,45,7.104485034942627,8.04066276550293
24,45,23.7415828704834,30.929704666137695
24,45,10.605223655700684,14.857457160949707
24,45,7.0049896240234375,8.201055526733398
24,45,14.430684089660645,21.02729034423828
24,45,12.144990921020508,18.22949981689453
24,45,12.911497116088867,18.788665771484375
24,45,6.721595287322998,7.7266340255737305
24,45,16.14740562438965,22.86441993713379
24,45,6.870969772338867,7.723381996154785
24,45,9.939629554748535,13.953401565551758
25,60,6.872054576873779,8.354560852050781
25,60,16.90428352355957,26.862146377563477
25,60,33.9862060546875,145.51168823242188
25,60,18.371509552001953,32.26991271972656
25,60,6.7331953048706055,8.12317943572998
25,60,23.40760040283203,35.121768951416016
25,60,17.15413475036621,27.161392211914062
25,60,14.055292129516602,20.56682586669922
25,60,11.596475601196289,18.881160736083984
25,60,16.563459396362305,62.230918884277344
25,60,47.43645477294922,77.49404907226562
25,60,29.613126754760742,95.28704833984375
25,60,17.437602996826172,30.252099990844727
25,60,23.993959426879883,39.21278762817383
18,30,4.889801979064941,6.314454078674316
18,30,8.060230255126953,10.10062026977539
18,30,4.426129341125488,5.156866550445557
18,30,11.19821548461914,16.234237670898438
18,30,4.5866169929504395,5.470695972442627
18,30,4.867303848266602,6.21111536026001
18,30,6.7071099281311035,8.126800537109375
18,30,4.546419143676758,5.526596546173096
18,30,6.680043697357178,7.8536858558654785
