tag,n_samples,lat_mean_ms,lat_median_ms,lat_p95_ms,lat_p99_ms,lat_std_ms,throughput_sps,trainable_params,total_params,trainable_pct,peak_mem_MB
adalora_rank32,1698,386.6094,386.2863,391.3193,396.1987,2.5211,2.587,13639683,368463875,3.7018,1456.291
